timestamp,value
11.2,1.0612
11.3,0.9436
11.4,0.9036
11.5,0.8954
11.6,0.6181
11.7,0.7286
11.8,0.5944
11.9,0.4500
12.0,0.5220
12.1,0.2045
12.2,0.1381
12.3,0.0318
12.4,-0.1490
12.5,-0.1143
12.6,-0.3320
12.7,-0.4876
12.8,-0.5311
12.9,-0.5315
13.0,-0.7692
13.1,-0.8433
13.2,-0.8557
13.3,-1.0113
13.4,-0.9050
13.5,-1.0698
13.6,-0.9974
13.7,-1.0628
13.8,-1.0911
13.9,-1.0190
14.0,-0.8567
14.1,-0.8916
14.2,-0.8487
14.3,-0.6610
14.4,-0.4969
14.5,-0.4206
14.6,-0.3185
14.7,-0.2020
14.8,0.0630
14.9,0.2380
15.0,0.4330
15.1,0.4982
15.2,0.4162
15.3,0.6495
15.4,0.8178
15.5,0.9342
15.6,0.9141
15.7,0.9291
15.8,0.9926
15.9,1.0803
16.0,1.1051
16.1,1.0781
16.2,0.9479
16.3,0.9465
16.4,0.7289
16.5,0.6130
16.6,0.5446
16.7,0.6656
16.8,0.3414
16.9,0.2194
17.0,0.3407
17.1,0.0329
17.2,0.1011
17.3,-0.0161
17.4,-0.1782
17.5,-0.2463
17.6,-0.3683
17.7,-0.4154
17.8,-0.6321
17.9,-0.5474
18.0,-0.6785
18.1,-0.9008
18.2,-0.9314
18.3,-0.9425
18.4,-1.0845
18.5,-1.0500
18.6,-1.0345
18.7,-1.1025
18.8,-1.0399
18.9,-1.1123
19.0,-1.0419
19.1,-0.7812
19.2,-0.5568
19.3,-0.5969
19.4,-0.4356
19.5,-0.2146
19.6,-0.2544
19.7,0.0492
19.8,0.2416
19.9,0.3298
20.0,0.5413
20.1,0.4841
20.2,0.5715
20.3,0.6402
20.4,0.9829
20.5,0.9165
20.6,0.9370
20.7,0.9994
20.8,1.1190
20.9,0.9548
21.0,1.1164
21.1,0.9188
21.2,0.9418
21.3,0.8668
21.4,0.7062
21.5,0.5837
21.6,0.6269
21.7,0.5382
21.8,0.5797
21.9,0.4204
22.0,0.2198
22.1,0.1622
22.2,-0.1696
22.3,-0.0398
22.4,-0.2679
22.5,-0.3511
22.6,-0.4858
22.7,-0.4779
22.8,-0.6787
22.9,-0.7074
23.0,-1.0062
23.1,-0.8657
23.2,-0.9652
23.3,-0.9090
23.4,-1.1144
23.5,-1.0831
23.6,-1.1618
23.7,-1.0741
23.8,-0.9889
23.9,-0.9101
24.0,-0.8954
24.1,-0.6877
24.2,-0.6379
24.3,-0.5666
24.4,-0.2838
24.5,-0.1427
24.6,-0.1005
24.7,0.1169
24.8,0.2733
24.9,0.4083
25.0,0.5383
25.1,0.6552
25.2,0.7567
25.3,0.9597
25.4,0.8827
25.5,1.1214
25.6,1.1524
25.7,1.1360
25.8,1.0044
25.9,1.1169
26.0,0.9980
26.1,0.9063
26.2,0.9270
26.3,0.6530
26.4,0.5859
26.5,0.6470
26.6,0.4798
26.7,0.4151
26.8,0.3354
26.9,0.2664
27.0,-0.0961
27.1,0.1339
27.2,-0.2245
27.3,-0.2929
27.4,-0.3089
27.5,-0.4881
27.6,-0.4462
27.7,-0.5660
27.8,-0.6455
27.9,-0.8277
28.0,-0.8856
28.1,-0.9673
28.2,-0.9102
28.3,-1.0567
28.4,-1.0990
28.5,-1.1183
28.6,-1.0160
28.7,-0.8793
28.8,-0.8897
28.9,-1.0202
29.0,-0.7906
29.1,-0.5648
29.2,-0.4921
29.3,-0.2793
29.4,-0.3650
29.5,0.0007
29.6,-0.0123
29.7,0.1970
29.8,0.3386
29.9,0.5503
30.0,0.6502
30.1,0.9349
30.2,0.7193
30.3,0.9773
30.4,0.9523
30.5,1.1428
30.6,0.8834
30.7,1.0793
30.8,0.9722
30.9,0.8363
31.0,0.9667
31.1,0.9395
31.2,0.8837
31.3,0.7818
31.4,0.6681
31.5,0.4606
31.6,0.4161
31.7,0.2224
31.8,0.2231
31.9,-0.0059
32.0,0.0714
32.1,0.0850
32.2,-0.3150
32.3,-0.3014
32.4,-0.4806
32.5,-0.3917
32.6,-0.5909
32.7,-0.7118
32.8,-0.8898
32.9,-0.8117
33.0,-0.9849
33.1,-0.9867
33.2,-0.9819
33.3,-0.9833
33.4,-1.1474
33.5,-1.0869
33.6,-1.1129
33.7,-0.8910
33.8,-0.8437
33.9,-0.8224
34.0,-0.6554
34.1,-0.7395
34.2,-0.3686
34.3,-0.3004
34.4,-0.1091
34.5,0.0959
34.6,0.2548
34.7,0.3468
34.8,0.4583
34.9,0.5463
35.0,0.7205
35.1,0.9043
35.2,0.8977
35.3,0.9659
35.4,0.8921
35.5,1.0816
35.6,1.1737
35.7,1.1267
35.8,0.9859
35.9,0.9866
36.0,1.0092
36.1,0.8072
36.2,0.6985
36.3,0.7366
36.4,0.4848
36.5,0.6625
36.6,0.2501
36.7,0.1781
36.8,0.1929
36.9,0.0975
37.0,-0.0564
37.1,-0.1797
37.2,-0.3458
37.3,-0.4693
37.4,-0.4930
37.5,-0.5148
37.6,-0.6138
37.7,-0.7320
37.8,-0.8407
37.9,-0.7515
38.0,-1.0045
38.1,-0.9930
38.2,-1.0595
38.3,-1.0816
38.4,-0.9660
38.5,-1.0635
38.6,-1.0188
38.7,-0.9095
38.8,-0.8471
38.9,-0.8256
39.0,-0.6721
39.1,-0.4345
39.2,-0.3907
39.3,-0.3048
39.4,-0.0817
39.5,0.2126
39.6,0.2278
39.7,0.3534
39.8,0.4732
39.9,0.7607
40.0,0.8568
40.1,0.8866
40.2,1.1053
40.3,1.1238
40.4,0.9982
40.5,1.1123
40.6,1.1077
40.7,0.9227
40.8,1.0282
40.9,0.9290
41.0,0.8212
41.1,0.7011
41.2,0.6562
41.3,0.6297
41.4,0.3665
41.5,0.4795
41.6,0.2341
41.7,0.2399
41.8,-0.0367
41.9,-0.0891
42.0,-0.2100
42.1,-0.2127
42.2,-0.3462
42.3,-0.3270
42.4,-0.4785
42.5,-0.8534
42.6,-0.7356
42.7,-0.7822
42.8,-0.9059
42.9,-1.0290
43.0,-1.0596
43.1,-1.1265
43.2,-1.1043
43.3,-1.0129
43.4,-1.0382
43.5,-1.0780
43.6,-1.0006
43.7,-0.8553
43.8,-0.8325
43.9,-0.7010
44.0,-0.5211
44.1,-0.4108
44.2,-0.2073
44.3,-0.1974
44.4,0.1834
44.5,0.2975
44.6,0.3999
44.7,0.6279
44.8,0.7562
44.9,0.8191
45.0,0.9420
45.1,0.9751
45.2,1.0467
45.3,1.0267
45.4,0.9676
45.5,1.0326
45.6,1.0892
45.7,1.0708
45.8,0.9407
45.9,0.7324
46.0,0.6192
46.1,0.6709
46.2,0.7435
46.3,0.4743
46.4,0.4682
46.5,0.3882
46.6,0.0570
46.7,0.1057
46.8,-0.2254
46.9,-0.2583
47.0,-0.2278
47.1,-0.2542
47.2,-0.3895
47.3,-0.4325
47.4,-0.5822
47.5,-0.5955
47.6,-0.9193
47.7,-0.8717
47.8,-0.8393
47.9,-1.1109
48.0,-1.0784
48.1,-0.9192
48.2,-1.1951
48.3,-0.9464
48.4,-1.1081
48.5,-1.0451
48.6,-0.9630
48.7,-0.8001
48.8,-0.6808
48.9,-0.4807
49.0,-0.3498
49.1,-0.3880
49.2,-0.1897
49.3,0.0765
49.4,0.3158
49.5,0.4293
49.6,0.4261
49.7,0.6604
49.8,0.7963
49.9,0.9008
50.0,0.9455
50.1,0.9537
50.2,0.9791
50.3,1.0627
50.4,1.0620
50.5,0.9601
50.6,0.9956
50.7,0.9443
50.8,0.9728
50.9,0.9119
51.0,0.8916
51.1,0.6864
51.2,0.5690
51.3,0.5371
51.4,0.2733
51.5,0.2693
51.6,0.0344
51.7,-0.0517
51.8,-0.0011
51.9,-0.0491
52.0,-0.2693
52.1,-0.4492
52.2,-0.5127
52.3,-0.5968
52.4,-0.7211
52.5,-0.8292
52.6,-0.8492
52.7,-0.9337
52.8,-0.9843
52.9,-0.9132
53.0,-1.0523
53.1,-1.0887
53.2,-1.0466
53.3,-0.9526
53.4,-0.9362
53.5,-0.8535
53.6,-0.9007
53.7,-0.6018
53.8,-0.4741
53.9,-0.4675
54.0,-0.1838
54.1,-0.2917
54.2,-0.0166
54.3,0.0238
54.4,0.2683
54.5,0.5614
54.6,0.6937
54.7,0.8062
54.8,0.8237
54.9,0.8939
55.0,1.0865
55.1,1.1072
55.2,1.0846
55.3,1.0115
55.4,0.9123
55.5,0.9658
55.6,0.8922
55.7,0.9537
55.8,0.8283
55.9,0.7120
56.0,0.7340
56.1,0.5299
56.2,0.5287
56.3,0.3285
56.4,0.3490
56.5,0.1195
56.6,0.0133
56.7,-0.0599
56.8,-0.0999
56.9,-0.3032
57.0,-0.2261
57.1,-0.5180
57.2,-0.5534
57.3,-0.7433
57.4,-0.7889
57.5,-0.7854
57.6,-0.9539
57.7,-0.9484
57.8,-1.0574
57.9,-1.0245
58.0,-1.0670
58.1,-1.1006
58.2,-1.1088
58.3,-0.9934
58.4,-1.0954
58.5,-0.6245
58.6,-0.7594
58.7,-0.5799
58.8,-0.4692
58.9,-0.3111
59.0,-0.0453
59.1,0.0129
59.2,0.0164
59.3,0.2351
59.4,0.5289
59.5,0.6932
59.6,0.6585
59.7,0.8637
59.8,0.8422
59.9,0.9584
60.0,0.7782
60.1,0.6776
60.2,0.8230
60.3,0.7108
60.4,0.8066
60.5,0.7062
60.6,0.6425
60.7,0.7023
60.8,0.4925
60.9,0.4371
61.0,0.4359
61.1,0.3255
61.2,0.2672
61.3,0.2375
61.4,0.1896
61.5,0.1057
61.6,-0.0663
61.7,-0.0517
61.8,-0.1942
61.9,-0.2479
62.0,-0.2713
62.1,-0.2906
62.2,-0.3840
62.3,-0.4917
62.4,-0.5787
62.5,-0.6887
62.6,-0.7540
62.7,-0.7433
62.8,-0.7002
62.9,-0.6788
63.0,-0.7136
63.1,-0.7427
63.2,-0.6954
63.3,-0.6469
63.4,-0.5698
63.5,-0.5719
63.6,-0.4600
63.7,-0.3868
63.8,-0.2011
63.9,-0.1376
64.0,-0.0356
64.1,0.0594
64.2,0.1251
64.3,0.2625
64.4,0.3695
64.5,0.5031
64.6,0.3896
64.7,0.5730
64.8,0.7626
64.9,0.7161
65.0,0.8745
65.1,0.6219
65.2,0.6717
65.3,0.7133
65.4,0.6987
65.5,0.6936
65.6,0.6901
65.7,0.5875
65.8,0.4897
65.9,0.3933
66.0,0.2836
66.1,0.2549
66.2,0.1539
66.3,0.2449
66.4,0.0459
66.5,0.0055
66.6,-0.2147
66.7,-0.2294
66.8,-0.0815
66.9,-0.2366
67.0,-0.3985
67.1,-0.5457
67.2,-0.5811
67.3,-0.6559
67.4,-0.7334
67.5,-0.6313
67.6,-0.7028
67.7,-0.8837
67.8,-0.6802
67.9,-0.8539
68.0,-0.7898
68.1,-0.7728
68.2,-0.7091
68.3,-0.5904
68.4,-0.5052
68.5,-0.3778
68.6,-0.4233
68.7,-0.2651
68.8,-0.0309
68.9,-0.0973
69.0,-0.1125
69.1,0.0621
69.2,0.2197
69.3,0.5525
69.4,0.3621
69.5,0.4493
69.6,0.6005
69.7,0.5774
69.8,0.7103
69.9,0.7281
70.0,0.7225
70.1,0.5920
70.2,0.7404
70.3,0.5860
70.4,0.7345
70.5,0.7088
70.6,0.6065
70.7,0.5169
70.8,0.4685
70.9,0.4946
71.0,0.2486
71.1,0.1787
71.2,0.1534
71.3,0.1366
71.4,-0.0550
71.5,0.0293
71.6,-0.0874
71.7,-0.2188
71.8,-0.2153
71.9,-0.4019
72.0,-0.5422
72.1,-0.5145
72.2,-0.4543
72.3,-0.6434
72.4,-0.6452
72.5,-0.6841
72.6,-0.6859
72.7,-0.7616
72.8,-0.7536
72.9,-0.8095
73.0,-0.8039
73.1,-0.6688
73.2,-0.7130
73.3,-0.5297
73.4,-0.4501
73.5,-0.3909
73.6,-0.1457
73.7,-0.3176
73.8,-0.2396
73.9,0.0160
74.0,0.1898
74.1,0.2372
74.2,0.3438
74.3,0.3735
74.4,0.4785
74.5,0.6073
74.6,0.4487
74.7,0.7849
74.8,0.7293
74.9,0.6450
75.0,0.7029
75.1,0.7476
75.2,0.5423
75.3,0.5486
75.4,0.5604
75.5,0.5529
75.6,0.6447
75.7,0.4860
75.8,0.4870
75.9,0.2487
76.0,0.3052
76.1,0.1524
76.2,0.2659
76.3,0.1275
76.4,-0.0795
76.5,-0.1028
76.6,-0.2985
76.7,-0.2433
76.8,-0.3842
76.9,-0.4549
77.0,-0.5562
77.1,-0.5130
77.2,-0.4311
77.3,-0.6129
77.4,-0.6591
77.5,-0.6075
77.6,-0.5980
77.7,-0.6746
77.8,-0.8362
77.9,-0.6425
78.0,-0.6255
78.1,-0.5528
78.2,-0.5634
78.3,-0.6247
78.4,-0.4681
78.5,-0.2900
78.6,-0.2252
78.7,-0.2051
78.8,-0.0009
78.9,0.1111
79.0,0.2738
79.1,0.3659
79.2,0.3335
79.3,0.5600
79.4,0.5332
79.5,0.7737
79.6,0.8141
79.7,0.6123
79.8,0.7778
79.9,0.8455
80.0,0.5285
80.1,0.6980
80.2,0.6535
80.3,0.6780
80.4,0.5700
80.5,0.5007
80.6,0.4644
80.7,0.3239
80.8,0.3324
80.9,0.2882
81.0,0.0960
81.1,0.0369
81.2,0.0558
81.3,0.0509
81.4,0.0337
81.5,-0.2628
81.6,-0.2710
81.7,-0.2476
81.8,-0.4005
81.9,-0.4331
82.0,-0.5233
82.1,-0.5361
82.2,-0.6823
82.3,-0.6125
82.4,-0.8426
82.5,-0.6774
82.6,-0.7395
82.7,-0.7920
82.8,-0.6465
82.9,-0.7341
83.0,-0.7147
83.1,-0.6546
83.2,-0.6006
83.3,-0.4526
83.4,-0.4277
83.5,-0.3803
83.6,-0.2063
83.7,-0.1551
83.8,0.0675
83.9,0.0963
84.0,0.1410
84.1,0.3198
84.2,0.5194
84.3,0.3242
84.4,0.5862
84.5,0.6843
84.6,0.5208
84.7,0.8045
84.8,0.8220
84.9,0.6356
85.0,0.8324
85.1,0.8013
85.2,0.6686
85.3,0.6003
85.4,0.4270
85.5,0.5607
85.6,0.5320
85.7,0.4089
85.8,0.3323
85.9,0.1848
86.0,0.2507
86.1,0.1506
86.2,-0.0337
86.3,-0.0981
86.4,-0.1322
86.5,-0.3019
86.6,-0.3123
86.7,-0.3801
86.8,-0.4179
86.9,-0.4935
87.0,-0.6582
87.1,-0.6082
87.2,-0.4888
87.3,-0.8115
87.4,-0.7284
87.5,-0.7343
87.6,-0.6727
87.7,-0.7924
87.8,-0.6785
87.9,-0.6403
88.0,-0.4273
88.1,-0.6055
88.2,-0.4703
88.3,-0.4435
88.4,-0.3238
88.5,-0.1876
88.6,-0.0747
88.7,-0.0941
88.8,0.1724
88.9,0.2796
89.0,0.4596
89.1,0.6835
89.2,0.4961
89.3,0.6669
89.4,0.6300
89.5,0.6570
89.6,0.6837
89.7,0.7791
89.8,0.7677
89.9,0.7641
90.0,0.7162
90.1,0.6134
90.2,0.6223
90.3,0.6218
90.4,0.6279
90.5,0.5345
90.6,0.3845
90.7,0.3656
90.8,0.1572
90.9,0.1105
91.0,0.1256
91.1,0.0039
91.2,0.0985
91.3,-0.2575
91.4,-0.2175
91.5,-0.2779
91.6,-0.3717
91.7,-0.4025
91.8,-0.4815
91.9,-0.4968
92.0,-0.5575
92.1,-0.6187
92.2,-0.5887
92.3,-0.6740
92.4,-0.6414
92.5,-0.7602
92.6,-0.7048
92.7,-0.7269
92.8,-0.7721
92.9,-0.5043
93.0,-0.6839
93.1,-0.5124
93.2,-0.3869
93.3,-0.4229
93.4,-0.3081
93.5,-0.2085
93.6,-0.0342
93.7,0.0863
93.8,0.1490
93.9,0.2890
94.0,0.4109
94.1,0.2215
94.2,0.4844
94.3,0.6703
94.4,0.7414
94.5,0.6037
94.6,0.7108
94.7,0.8185
94.8,0.7393
94.9,0.8020
95.0,0.7274
95.1,0.6933
95.2,0.5936
95.3,0.5158
95.4,0.4460
95.5,0.4225
95.6,0.4270
95.7,0.3184
95.8,0.0884
95.9,0.1142
96.0,-0.0052
96.1,-0.1121
96.2,-0.0900
96.3,-0.1787
96.4,-0.2528
96.5,-0.3388
96.6,-0.4149
96.7,-0.3675
96.8,-0.6465
96.9,-0.6025
97.0,-0.8484
97.1,-0.6859
97.2,-0.6557
97.3,-0.7920
97.4,-0.7686
97.5,-0.8597
97.6,-0.7721
97.7,-0.7014
97.8,-0.6113
97.9,-0.6141
98.0,-0.5189
98.1,-0.4924
98.2,-0.2810
98.3,-0.3560
98.4,-0.3044
98.5,-0.1615
98.6,0.1125
98.7,0.2690
98.8,0.3441
98.9,0.3868
99.0,0.4696
99.1,0.5964
99.2,0.4956
99.3,0.5120
99.4,0.7403
99.5,0.6817
99.6,0.7251
99.7,0.7143
99.8,0.5404
99.9,0.6892
100.0,0.6412
100.1,0.5255
100.2,0.5942
100.3,0.4099
100.4,0.3241
100.5,0.2531
100.6,0.4136
100.7,0.3278
100.8,0.1409
100.9,0.0316
101.0,0.0554
101.1,-0.0764
101.2,-0.2254
101.3,-0.2879
101.4,-0.3555
101.5,-0.5242
101.6,-0.5094
101.7,-0.4419
101.8,-0.4945
101.9,-0.5861
102.0,-0.6939
102.1,-0.7665
102.2,-0.8238
102.3,-0.7415
102.4,-0.7580
102.5,-0.8255
102.6,-0.7938
102.7,-0.6320
102.8,-0.6381
102.9,-0.6279
103.0,-0.3140
103.1,-0.1857
103.2,-0.1834
103.3,-0.1865
103.4,-0.1806
103.5,-0.0816
103.6,0.2242
103.7,0.2229
103.8,0.3098
103.9,0.2807
104.0,0.3383
104.1,0.6369
104.2,0.6062
104.3,0.6595
104.4,0.7927
104.5,0.6621
104.6,0.5709
104.7,0.7250
104.8,0.7208
104.9,0.6505
105.0,0.5732
105.1,0.5943
105.2,0.5795
105.3,0.5635
105.4,0.5022
105.5,0.4825
105.6,0.1687
105.7,0.2146
105.8,0.1052
105.9,-0.0913
106.0,0.0789
106.1,-0.1726
106.2,-0.2464
106.3,-0.1574
106.4,-0.3015
106.5,-0.4168
106.6,-0.5222
106.7,-0.4832
106.8,-0.8154
106.9,-0.6173
107.0,-0.5964
107.1,-0.6598
107.2,-0.6865
107.3,-0.7413
107.4,-0.5871
107.5,-0.6416
107.6,-0.6707
107.7,-0.4820
107.8,-0.6887
107.9,-0.5006
108.0,-0.3981
108.1,-0.3279
108.2,-0.2945
108.3,-0.0603
108.4,-0.0742
108.5,-0.0265
108.6,0.2198
108.7,0.3957
108.8,0.4706
108.9,0.5865
109.0,0.6096
109.1,0.6416
109.2,0.7945
109.3,0.8646
109.4,0.6209
109.5,0.6936
109.6,0.6711
109.7,0.7755
109.8,0.5764
109.9,0.6050
110.0,0.4677
110.1,0.5340
110.2,0.4330
110.3,0.2713
110.4,0.2975
110.5,0.2186
110.6,-0.0621
110.7,0.0567
110.8,-0.0523
110.9,0.0303
111.0,-0.0550
111.1,-0.1974
111.2,-0.2876
111.3,-0.2158
111.4,-0.2680
111.5,-0.3711
111.6,-0.6633
111.7,-0.5619
111.8,-0.5266
111.9,-0.7340
112.0,-0.6097
112.1,-0.7997
112.2,-0.6953
112.3,-0.7603
112.4,-0.7830
112.5,-0.6208
112.6,-0.7443
112.7,-0.5940
112.8,-0.5125
112.9,-0.4058
113.0,-0.2895
113.1,-0.1337
113.2,-0.1340
113.3,0.0174
113.4,0.2431
113.5,0.2196
113.6,0.3361
113.7,0.3538
113.8,0.4963
113.9,0.3805
114.0,0.4823
114.1,0.5591
114.2,0.6602
114.3,0.6905
114.4,0.6841
114.5,0.6671
114.6,0.6188
114.7,0.6712
114.8,0.6480
114.9,0.5546
115.0,0.5144
115.1,0.4926
115.2,0.3356
115.3,0.2986
115.4,0.2088
115.5,0.2878
115.6,0.2348
115.7,0.0937
115.8,-0.1130
115.9,-0.0868
116.0,-0.0155
116.1,-0.2497
116.2,-0.3029
116.3,-0.5805
116.4,-0.5244
116.5,-0.4948
116.6,-0.4760
116.7,-0.4707
116.8,-0.6262
116.9,-0.8309
117.0,-0.5558
117.1,-0.8893
117.2,-0.5634
117.3,-0.8145
117.4,-0.7118
117.5,-0.5477
117.6,-0.7447
117.7,-0.5204
117.8,-0.5730
117.9,-0.3244
118.0,-0.2551
118.1,-0.2416
118.2,-0.0963
118.3,0.0933
118.4,0.1307
118.5,0.3114
118.6,0.2715
118.7,0.5050
118.8,0.5014
118.9,0.6404
119.0,0.6100
119.1,0.6744
119.2,0.5489
119.3,0.8527
119.4,0.6520
119.5,0.5517
119.6,0.6718
119.7,0.6173
119.8,0.5866
119.9,0.5242
120.0,0.8109
120.1,0.6730
120.2,0.6671
120.3,0.4784
120.4,0.3106
120.5,0.1455
120.6,-0.0432
120.7,-0.0484
120.8,-0.1885
120.9,-0.1478
121.0,-0.3347
121.1,-0.3146
121.2,-0.5596
121.3,-0.5994
121.4,-0.5497
121.5,-0.8205
121.6,-0.5976
121.7,-0.8533
121.8,-1.0878
121.9,-1.1246
122.0,-0.9592
122.1,-1.0156
122.2,-1.0136
122.3,-0.8508
122.4,-1.0011
122.5,-0.8837
122.6,-0.6807
122.7,-0.6602
122.8,-0.6200
122.9,-0.4650
123.0,-0.3317
123.1,0.0223
123.2,0.0276
123.3,0.2964
123.4,0.2285
123.5,0.6000
123.6,0.5019
123.7,0.7268
123.8,0.8190
123.9,1.0295
124.0,1.0131
124.1,1.0027
124.2,1.0132
124.3,1.1225
124.4,1.0451
124.5,0.8893
124.6,1.0822
124.7,0.9894
124.8,0.6795
124.9,0.6109
125.0,0.6895
125.1,0.5080
125.2,0.3261
125.3,0.4517
125.4,0.2232
125.5,0.1071
125.6,0.1262
125.7,-0.1533
125.8,-0.1309
125.9,-0.2428
126.0,-0.3360
126.1,-0.4248
126.2,-0.5936
126.3,-0.6863
126.4,-0.7888
126.5,-0.7732
126.6,-1.0351
126.7,-0.9020
126.8,-0.8581
126.9,-0.9277
127.0,-0.9427
127.1,-0.9597
127.2,-0.9768
127.3,-0.9937
127.4,-0.8177
127.5,-0.6504
127.6,-0.5782
127.7,-0.4180
127.8,-0.3858
127.9,-0.3306
128.0,-0.0872
128.1,0.0233
128.2,0.2244
128.3,0.2730
128.4,0.3715
128.5,0.4631
128.6,0.7818
128.7,0.8313
128.8,0.8548
128.9,0.9651
129.0,1.0536
129.1,1.0466
129.2,1.1163
129.3,0.9702
129.4,0.9695
129.5,0.8609
129.6,0.9056
129.7,0.7568
129.8,0.7937
129.9,0.5926
130.0,0.6911
130.1,0.4357
130.2,0.3445
130.3,0.1055
130.4,0.1153
130.5,0.1850
130.6,-0.0606
130.7,-0.0719
130.8,-0.2718
130.9,-0.3117
131.0,-0.4502
131.1,-0.5861
131.2,-0.6373
131.3,-0.7242
131.4,-0.6981
131.5,-0.8150
131.6,-0.9693
131.7,-0.9946
131.8,-1.0457
131.9,-1.2013
132.0,-1.0073
132.1,-0.9753
132.2,-0.9177
132.3,-0.8462
132.4,-0.7340
132.5,-0.7562
132.6,-0.5838
132.7,-0.4995
132.8,-0.3324
132.9,-0.1286
133.0,0.0066
133.1,0.1974
133.2,0.3889
133.3,0.3965
133.4,0.5903
133.5,0.7619
133.6,0.8391
133.7,0.9511
133.8,1.0951
133.9,1.0897
134.0,0.8361
134.1,0.9952
134.2,1.0846
134.3,0.9156
134.4,1.0107
134.5,0.8354
134.6,0.7796
134.7,0.8402
134.8,0.5641
134.9,0.5662
135.0,0.5159
135.1,0.3635
135.2,0.3069
135.3,0.1363
135.4,0.0425
135.5,-0.0904
135.6,-0.1651
135.7,-0.2477
135.8,-0.3674
135.9,-0.5083
136.0,-0.4661
136.1,-0.6617
136.2,-0.6352
136.3,-0.8900
136.4,-0.7854
136.5,-0.8631
136.6,-0.8977
136.7,-1.0663
136.8,-0.8766
136.9,-1.0191
137.0,-0.9676
137.1,-0.8718
137.2,-0.7613
137.3,-0.8891
137.4,-0.7305
137.5,-0.6495
137.6,-0.6289
137.7,-0.4114
137.8,-0.1381
137.9,-0.0283
138.0,-0.0100
138.1,0.1508
138.2,0.4861
138.3,0.5128
138.4,0.6269
138.5,0.6029
138.6,0.8681
138.7,0.7977
138.8,1.0247
138.9,1.0184
139.0,1.0069
139.1,1.1268
139.2,0.8862
139.3,0.9347
139.4,0.9187
139.5,0.8287
139.6,0.6974
139.7,0.8053
139.8,0.5368
139.9,0.5276
140.0,0.2930
140.1,0.3223
140.2,0.1811
140.3,0.1619
140.4,0.0746
140.5,-0.0701
140.6,-0.2019
140.7,-0.3042
140.8,-0.2048
140.9,-0.4908
141.0,-0.3812
141.1,-0.6128
141.2,-0.7585
141.3,-0.8255
141.4,-0.7939
141.5,-0.9167
141.6,-0.9849
141.7,-1.0876
141.8,-1.0635
141.9,-1.0608
142.0,-0.9828
142.1,-0.9560
142.2,-0.8144
142.3,-0.6830
142.4,-0.6346
142.5,-0.4811
142.6,-0.3180
142.7,-0.1917
142.8,-0.1193
142.9,0.0615
143.0,0.2116
143.1,0.2879
143.2,0.4541
143.3,0.5684
143.4,0.8115
143.5,0.8250
143.6,0.9902
143.7,1.0546
143.8,1.0933
143.9,1.0109
144.0,1.1348
144.1,0.9866
144.2,0.9721
144.3,0.8005
144.4,0.9811
144.5,0.6313
144.6,0.6195
144.7,0.3975
144.8,0.4546
144.9,0.4891
145.0,0.2854
145.1,0.2051
145.2,0.0379
145.3,0.0759
145.4,0.0433
145.5,-0.1177
145.6,-0.2645
145.7,-0.3903
145.8,-0.4663
145.9,-0.6825
146.0,-0.6194
146.1,-0.7668
146.2,-0.6051
146.3,-0.9282
146.4,-0.8706
146.5,-1.0157
146.6,-0.9013
146.7,-0.9847
146.8,-0.8634
146.9,-0.9024
147.0,-0.8848
147.1,-0.8129
