user_id,event,timestamp,arm
P007,breathing_complete,2026-03-13T21:38:00,intervention
P007,sleep_report,2026-03-13T21:39:00,intervention
P009,app_open,2026-03-13T21:40:00,intervention
P009,breathing_start,2026-03-13T21:42:00,intervention
P009,breathing_complete,2026-03-13T22:02:00,intervention
P007,app_open,2026-03-14T21:02:00,intervention
P007,breathing_start,2026-03-14T21:03:00,intervention
P003,app_open,2026-03-14T21:05:00,intervention
P003,breathing_start,2026-03-14T21:08:00,intervention
P003,breathing_complete,2026-03-14T21:17:00,intervention
P003,sleep_report,2026-03-14T21:21:00,intervention
P013,app_open,2026-03-14T21:21:00,control
P013,breathing_start,2026-03-14T21:22:00,control
P007,breathing_complete,2026-03-14T21:25:00,intervention
P007,sleep_report,2026-03-14T21:27:00,intervention
P002,app_open,2026-03-14T21:28:00,intervention
P002,breathing_start,2026-03-14T21:31:00,intervention
P013,breathing_complete,2026-03-14T21:35:00,control
P013,sleep_report,2026-03-14T21:37:00,control
P002,breathing_complete,2026-03-14T21:39:00,intervention
P002,sleep_report,2026-03-14T21:40:00,intervention
P022,app_open,2026-03-14T21:49:00,control
P002,app_open,2026-03-15T21:09:00,intervention
P022,app_open,2026-03-15T21:15:00,control
P022,breathing_start,2026-03-15T21:18:00,control
P022,breathing_complete,2026-03-15T21:30:00,control
P022,sleep_report,2026-03-15T21:31:00,control
P003,app_open,2026-03-15T21:43:00,intervention
P003,breathing_start,2026-03-15T21:45:00,intervention
P021,app_open,2026-03-16T21:02:00,control
P021,breathing_start,2026-03-16T21:05:00,control
P003,app_open,2026-03-17T21:17:00,intervention
P003,breathing_start,2026-03-17T21:18:00,intervention
P003,breathing_complete,2026-03-17T21:27:00,intervention
P003,sleep_report,2026-03-17T21:31:00,intervention
P021,app_open,2026-03-17T21:49:00,control
P005,app_open,2026-03-17T21:50:00,intervention
P005,breathing_start,2026-03-17T21:52:00,intervention
P005,breathing_complete,2026-03-17T22:05:00,intervention
P005,app_open,2026-03-18T21:07:00,intervention
P005,breathing_start,2026-03-18T21:08:00,intervention
P002,app_open,2026-03-18T21:30:00,intervention
P002,breathing_start,2026-03-18T21:31:00,intervention
P003,app_open,2026-03-18T21:32:00,intervention
P003,breathing_start,2026-03-18T21:35:00,intervention
P002,breathing_complete,2026-03-18T21:52:00,intervention
P002,sleep_report,2026-03-18T21:54:00,intervention
P003,breathing_complete,2026-03-18T21:55:00,intervention
P005,app_open,2026-03-19T21:20:00,intervention
P003,app_open,2026-03-19T21:27:00,intervention
P003,breathing_start,2026-03-19T21:28:00,intervention
P003,breathing_complete,2026-03-19T21:46:00,intervention
P002,app_open,2026-03-19T21:47:00,intervention
P003,sleep_report,2026-03-19T21:51:00,intervention
P003,app_open,2026-03-20T21:27:00,intervention
P003,breathing_start,2026-03-20T21:29:00,intervention
P003,breathing_complete,2026-03-20T21:42:00,intervention
P003,sleep_report,2026-03-20T21:47:00,intervention
P003,app_open,2026-03-22T21:04:00,intervention
P003,breathing_start,2026-03-22T21:05:00,intervention
P003,breathing_complete,2026-03-22T21:14:00,intervention
