time_s,eeg_uv
1.101562,4.274064
1.109375,10.685586
1.117188,15.238345
1.125000,12.471834
1.132812,11.214671
1.140625,7.784604
1.148438,3.271582
1.156250,-4.800742
1.164062,-10.198877
1.171875,-14.093475
1.179688,-13.301690
1.187500,-8.791982
1.195312,0.105271
1.203125,7.504307
1.210938,17.383269
1.218750,20.226255
1.226562,14.551449
1.234375,10.256671
1.242188,7.783063
1.250000,2.711666
1.257812,-7.864554
1.265625,-15.430436
1.273438,-19.185497
1.281250,-18.020657
1.289062,-10.057279
1.296875,1.355220
1.304688,8.489321
1.312500,13.137735
1.320312,17.245544
1.328125,13.463853
1.335938,9.981493
1.343750,7.735052
1.351562,3.250225
1.359375,-2.560330
1.367188,-8.317771
1.375000,-14.847979
1.382812,-14.572195
1.390625,-5.739689
1.398438,6.843851
1.406250,12.049010
1.414062,15.721029
1.421875,19.396522
1.429688,19.166612
1.437500,16.407703
1.445312,11.933249
1.453125,6.178952
1.460938,-2.533743
1.468750,-10.504702
1.476562,-12.105788
1.484375,-9.938908
1.492188,-1.351206
1.500000,7.090035
1.507812,15.876748
1.515625,19.405622
1.523438,21.888231
1.531250,19.388762
1.539062,16.404214
1.546875,9.834676
1.554688,4.675202
1.562500,-7.695247
1.570312,-16.745164
1.578125,-17.504184
1.585938,-14.699105
1.593750,-7.717549
1.601562,2.495496
1.609375,10.497244
1.617188,12.158691
1.625000,10.753804
1.632812,7.105485
1.640625,7.747849
1.648438,5.099932
1.656250,-1.626670
1.664062,-12.591412
1.671875,-19.434834
1.679688,-20.582322
1.687500,-15.722671
1.695312,-6.841802
1.703125,3.700607
1.710938,12.828459
1.718750,15.626418
1.726562,13.308846
1.734375,11.112118
1.742188,9.734686
1.750000,2.551870
1.757812,-6.888586
1.765625,-18.237733
1.773438,-25.368963
1.781250,-26.543032
1.789062,-18.716152
1.796875,-8.152723
1.804688,-1.872868
1.812500,5.286888
1.820312,11.442981
1.828125,11.584104
1.835938,10.535853
1.843750,6.676816
1.851562,-2.297496
1.859375,-10.245543
1.867188,-20.891574
1.875000,-26.633585
1.882812,-29.442866
1.890625,-22.309235
1.898438,-13.533464
1.906250,-1.104927
1.914062,1.649005
1.921875,1.439234
1.929688,3.691270
1.937500,3.490794
1.945312,1.570883
1.953125,-7.151088
1.960938,-16.312434
1.968750,-24.348024
1.976562,-29.026480
1.984375,-29.831805
1.992188,-21.926687
2.000000,-9.815852
2.007812,0.584897
2.015625,8.897971
2.023438,10.185317
2.031250,6.865936
2.039062,3.658010
2.046875,-3.444097
2.054688,-13.903405
2.062500,-24.385077
2.070312,-31.772441
2.078125,-35.834966
2.085938,-32.862301
2.093750,-27.850314
2.101562,-14.265923
2.109375,-3.050349
2.117188,1.775328
2.125000,3.916176
2.132812,3.858665
2.140625,3.310309
2.148438,-2.232798
2.156250,-12.133968
2.164062,-24.762987
2.171875,-30.727874
2.179688,-35.344033
2.187500,-28.032388
2.195312,-17.178848
2.203125,-2.634935
2.210938,4.623562
2.218750,8.213240
2.226562,6.450403
2.234375,3.132504
2.242188,1.732413
2.250000,-7.794914
2.257812,-17.930974
2.265625,-29.970978
2.273438,-34.424337
2.281250,-34.928482
2.289062,-25.764163
2.296875,-14.878094
2.304688,-5.033094
2.312500,6.483393
2.320312,9.880087
2.328125,10.496332
2.335938,7.501195
2.343750,8.675760
2.351562,-1.278455
2.359375,-13.782521
2.367188,-24.339587
2.375000,-27.764682
2.382812,-27.770938
2.390625,-17.119034
2.398438,-5.625629
2.406250,6.373017
2.414062,14.589629
2.421875,15.938323
2.429688,14.597043
2.437500,16.595123
2.445312,12.038362
2.453125,1.150448
2.460938,-11.095893
2.468750,-24.334819
2.476562,-32.006212
2.484375,-30.746562
2.492188,-22.872033
2.500000,-9.007619
2.507812,2.014573
2.515625,8.077131
2.523438,7.785013
2.531250,6.757446
2.539062,4.791430
2.546875,-0.293943
2.554688,-11.227740
2.562500,-24.606433
2.570312,-32.438022
2.578125,-32.874358
2.585938,-30.479272
2.593750,-20.079037
2.601562,-4.403542
2.609375,7.833145
2.617188,16.604586
2.625000,20.711362
2.632812,15.844096
2.640625,12.549623
2.648438,6.586019
2.656250,-2.655784
2.664062,-13.791485
2.671875,-20.806038
2.679688,-17.791843
2.687500,-13.092615
2.695312,-4.344220
2.703125,10.251730
2.710938,19.345364
2.718750,23.790374
2.726562,20.388995
2.734375,16.514418
2.742188,12.159191
2.750000,2.471685
2.757812,-7.904293
2.765625,-23.468097
2.773438,-32.656016
2.781250,-30.564838
2.789062,-22.603073
2.796875,-7.930679
2.804688,1.900042
2.812500,11.237893
2.820312,12.729683
2.828125,12.840832
2.835938,11.352345
2.843750,4.174614
2.851562,-5.532416
2.859375,-16.022057
2.867188,-23.368465
2.875000,-25.388377
2.882812,-21.981335
2.890625,-12.428141
2.898438,3.065079
2.906250,13.923856
2.914062,23.793768
2.921875,28.296503
2.929688,26.951664
2.937500,20.785457
2.945312,14.303948
2.953125,5.971964
2.960938,-6.750966
2.968750,-19.211195
2.976562,-23.756447
2.984375,-21.202716
2.992188,-10.577419
3.000000,4.407200
3.007812,18.706759
3.015625,21.518604
3.023438,21.963188
3.031250,23.854633
3.039062,20.885579
3.046875,10.625567
3.054688,-0.557509
3.062500,-12.860150
3.070312,-22.048515
3.078125,-23.264108
3.085938,-18.106420
3.093750,-6.500239
3.101562,7.325728
3.109375,18.194962
3.117188,21.964880
3.125000,19.707542
3.132812,16.812391
3.140625,13.995322
3.148438,5.807673
3.156250,-3.121737
3.164062,-14.567646
3.171875,-21.781468
3.179688,-22.336509
3.187500,-12.819563
3.195312,0.877243
3.203125,14.567178
3.210938,21.326875
3.218750,23.764312
3.226562,21.410515
3.234375,16.677840
3.242188,12.648714
3.250000,3.313311
3.257812,-6.082258
3.265625,-14.382042
3.273438,-18.563762
3.281250,-18.518825
3.289062,-11.574188
3.296875,0.896622
3.304688,15.132644
3.312500,23.926955
3.320312,24.426491
3.328125,23.292951
3.335938,17.602535
3.343750,12.009893
3.351562,5.059829
3.359375,-6.692984
3.367188,-11.114902
3.375000,-15.281485
3.382812,-12.582956
3.390625,-1.686842
3.398438,13.681471
3.406250,24.805773
3.414062,32.240199
3.421875,33.199561
3.429688,23.314747
3.437500,16.859783
3.445312,9.148153
3.453125,-2.976535
3.460938,-11.865881
3.468750,-19.809020
3.476562,-20.757433
3.484375,-17.963818
3.492188,-5.115759
3.500000,6.978351
3.507812,13.530209
3.515625,14.550317
3.523438,16.406752
3.531250,10.142862
3.539062,5.534142
3.546875,-3.380937
3.554688,-12.893728
3.562500,-22.518002
3.570312,-29.289893
3.578125,-32.489929
3.585938,-24.363295
3.593750,-10.675394
3.601562,2.039234
3.609375,11.804198
3.617188,16.786890
3.625000,17.960659
3.632812,13.391107
3.640625,7.925934
3.648438,3.500788
3.656250,-8.242918
3.664062,-18.178139
3.671875,-25.545086
3.679688,-21.848435
3.687500,-14.940318
3.695312,-2.043155
3.703125,10.472702
3.710938,16.285211
3.718750,14.223432
3.726562,13.629275
3.734375,12.114283
3.742188,6.853847
3.750000,-2.173176
3.757812,-13.892802
3.765625,-21.190848
3.773438,-24.404495
3.781250,-22.934781
3.789062,-14.942123
3.796875,-3.237637
3.804688,6.419986
3.812500,11.371448
3.820312,14.337559
3.828125,14.563159
3.835938,12.132463
3.843750,7.636189
3.851562,0.214708
3.859375,-7.410239
3.867188,-13.541189
3.875000,-17.186042
3.882812,-13.040690
3.890625,-3.600110
3.898438,12.287914
3.906250,20.898373
3.914062,25.716428
3.921875,26.662279
3.929688,22.672245
3.937500,16.301644
3.945312,11.419518
3.953125,6.401731
3.960938,-0.037877
3.968750,-5.909379
3.976562,-8.474246
3.984375,-5.366487
3.992188,1.950653
4.000000,10.457683
4.007812,18.243614
4.015625,23.853613
4.023438,22.619223
4.031250,16.510027
4.039062,11.367210
4.046875,3.509039
4.054688,-5.237362
4.062500,-11.155754
4.070312,-19.712576
4.078125,-17.761409
4.085938,-14.201683
4.093750,-6.527835
4.101562,7.551494
4.109375,11.446958
4.117188,14.265760
4.125000,11.980847
4.132812,10.947668
4.140625,7.071699
4.148438,-0.594421
4.156250,-8.856099
4.164062,-16.547226
4.171875,-23.855155
4.179688,-25.998223
4.187500,-18.430200
4.195312,-6.387932
4.203125,6.788040
4.210938,9.415480
4.218750,12.174469
4.226562,11.164097
4.234375,6.239779
4.242188,4.646888
4.250000,-0.767233
4.257812,-8.198414
4.265625,-14.229115
4.273438,-20.298670
4.281250,-19.678158
4.289062,-16.507555
4.296875,-4.339323
4.304688,4.030646
4.312500,9.840478
4.320312,8.773836
4.328125,8.228594
4.335938,3.615620
4.343750,0.566847
4.351562,-2.493853
4.359375,-10.131106
4.367188,-19.086201
4.375000,-21.960634
4.382812,-18.415310
4.390625,-12.692827
4.398438,-1.258538
4.406250,5.269862
4.414062,6.630627
4.421875,7.461161
4.429688,5.675021
4.437500,4.614709
4.445312,-1.058852
4.453125,-6.603272
4.460938,-13.892126
4.468750,-18.308282
4.476562,-20.330204
4.484375,-15.955553
4.492188,-6.622100
4.500000,3.511877
4.507812,7.403943
4.515625,14.041326
4.523438,15.296735
4.531250,12.722167
4.539062,9.465671
4.546875,4.987576
4.554688,1.336242
4.562500,-6.031235
4.570312,-14.437125
4.578125,-17.683818
4.585938,-16.224565
4.593750,-7.703031
4.601562,3.538793
4.609375,10.792067
4.617188,13.570615
4.625000,12.798144
4.632812,9.787465
4.640625,6.905635
4.648438,2.555795
4.656250,-6.172581
4.664062,-13.819110
4.671875,-24.734078
4.679688,-26.362558
4.687500,-20.516345
4.695312,-11.875492
4.703125,-2.466261
4.710938,3.939712
4.718750,4.104884
4.726562,3.908693
4.734375,2.118612
4.742188,-4.014287
4.750000,-12.096050
4.757812,-20.059757
4.765625,-30.700810
4.773438,-38.229643
4.781250,-38.312277
4.789062,-33.074671
4.796875,-23.084299
4.804688,-16.540351
4.812500,-8.986583
4.820312,-6.602599
4.828125,-3.399448
4.835938,-7.156474
4.843750,-9.760456
4.851562,-14.033625
4.859375,-20.197876
4.867188,-27.092177
4.875000,-30.550373
4.882812,-29.778316
4.890625,-21.965163
4.898438,-11.563829
4.906250,-2.421510
4.914062,5.402823
4.921875,7.650136
4.929688,2.527747
4.937500,0.391360
4.945312,-3.994767
4.953125,-10.694232
4.960938,-14.601108
4.968750,-25.497303
4.976562,-30.903887
4.984375,-28.493040
4.992188,-22.552201
5.000000,-11.455748
5.007812,-4.418163
5.015625,-3.613900
5.023438,-2.822935
5.031250,-1.903041
5.039062,-2.659054
5.046875,-4.227641
5.054688,-13.783233
5.062500,-22.722793
5.070312,-28.996780
5.078125,-32.237575
5.085938,-31.213808
5.093750,-19.648914
5.101562,-9.192185
5.109375,-0.921043
5.117188,1.828718
5.125000,4.380665
5.132812,5.657153
5.140625,3.276652
5.148438,-1.081421
5.156250,-7.528499
5.164062,-21.176907
5.171875,-25.627627
5.179688,-26.655735
5.187500,-21.739028
5.195312,-10.871898
5.203125,0.153122
5.210938,5.436339
5.218750,11.568915
5.226562,12.570307
5.234375,10.159567
5.242188,8.392582
5.250000,0.556487
5.257812,-8.723885
5.265625,-17.295707
5.273438,-24.548294
5.281250,-22.706676
5.289062,-14.511626
5.296875,-6.242470
5.304688,2.375633
5.312500,12.012693
5.320312,15.482770
5.328125,20.882257
5.335938,20.970433
5.343750,15.843207
5.351562,6.347229
5.359375,-7.800975
5.367188,-17.065476
5.375000,-24.482201
5.382812,-24.732214
5.390625,-17.457434
5.398438,-5.966163
5.406250,7.346849
5.414062,13.249438
5.421875,16.037676
5.429688,16.039209
5.437500,13.231701
5.445312,11.638036
5.453125,4.176818
5.460938,-7.977639
5.468750,-17.096737
5.476562,-19.889261
5.484375,-18.939638
5.492188,-11.151017
5.500000,-0.938595
5.507812,8.456032
5.515625,15.499203
5.523438,20.470068
5.531250,20.710295
5.539062,21.612316
5.546875,14.463683
5.554688,5.336705
5.562500,-5.116695
5.570312,-14.979805
5.578125,-19.596342
5.585938,-15.271162
5.593750,-8.496210
5.601562,3.531149
5.609375,13.124212
5.617188,19.499579
5.625000,23.483861
5.632812,22.067599
5.640625,20.533156
5.648438,14.107075
5.656250,0.919200
5.664062,-10.808795
5.671875,-18.309266
5.679688,-21.033919
5.687500,-16.650853
5.695312,-6.909698
5.703125,3.628320
5.710938,15.344560
5.718750,21.679766
5.726562,21.934726
5.734375,17.415875
5.742188,15.531813
5.750000,7.962017
5.757812,-5.563814
5.765625,-16.916093
5.773438,-21.488264
5.781250,-19.640237
5.789062,-15.574915
5.796875,-3.725965
5.804688,9.767806
5.812500,20.806247
5.820312,26.015397
5.828125,25.800807
5.835938,21.662868
5.843750,16.611949
5.851562,9.761456
5.859375,-3.340671
5.867188,-17.708835
5.875000,-24.023366
5.882812,-22.307741
5.890625,-13.758991
5.898438,2.783333
5.906250,13.858004
5.914062,19.888842
5.921875,23.921251
5.929688,23.332346
5.937500,19.923230
5.945312,16.319020
5.953125,3.991936
5.960938,-10.741806
5.968750,-19.628628
5.976562,-24.733948
5.984375,-20.221540
5.992188,-11.982142
6.000000,1.940933
6.007812,9.818809
6.015625,16.615943
6.023438,20.171458
6.031250,20.653586
6.039062,18.642734
6.046875,14.049665
6.054688,4.757478
6.062500,-6.408341
6.070312,-17.083863
6.078125,-20.680088
6.085938,-14.871957
6.093750,-2.674187
6.101562,10.305912
6.109375,21.240960
6.117188,26.973592
6.125000,31.076384
6.132812,29.215893
6.140625,24.227311
6.148438,20.300122
6.156250,6.740571
6.164062,-3.592785
6.171875,-11.701294
6.179688,-11.997020
6.187500,-5.425277
6.195312,8.935605
6.203125,18.809488
6.210938,27.622370
6.218750,31.372365
6.226562,28.756991
6.234375,25.912838
6.242188,17.979569
6.250000,7.506689
6.257812,-3.880638
6.265625,-14.811252
6.273438,-21.421190
6.281250,-21.441349
6.289062,-11.057432
6.296875,0.706346
6.304688,14.423054
6.312500,21.628473
6.320312,23.185051
6.328125,23.943992
6.335938,21.781513
6.343750,18.136900
6.351562,5.263222
6.359375,-4.207131
6.367188,-13.764514
6.375000,-18.225224
6.382812,-14.377662
6.390625,-3.250325
6.398438,7.960967
6.406250,20.550249
6.414062,27.754040
6.421875,30.187113
6.429688,26.247362
6.437500,22.239684
6.445312,16.384846
6.453125,3.858750
6.460938,-7.155382
6.468750,-17.226659
6.476562,-21.277261
6.484375,-16.738804
6.492188,-3.713294
6.500000,7.835786
6.507812,16.263843
6.515625,22.020857
6.523438,24.031616
6.531250,19.546542
6.539062,15.127010
6.546875,7.313611
6.554688,-3.943289
6.562500,-16.117370
6.570312,-25.634765
6.578125,-28.133695
6.585938,-18.206473
6.593750,-5.708722
6.601562,7.234616
6.609375,18.198185
6.617188,22.901134
6.625000,23.456945
6.632812,21.582681
6.640625,15.189720
6.648438,7.152532
6.656250,-3.840868
6.664062,-15.083019
6.671875,-21.916925
6.679688,-23.085113
6.687500,-16.426930
6.695312,-3.727837
6.703125,8.197780
6.710938,19.171606
6.718750,21.143135
6.726562,21.639382
6.734375,17.424916
6.742188,12.794567
6.750000,7.443816
6.757812,-5.220478
6.765625,-15.031619
6.773438,-23.145636
6.781250,-20.675578
6.789062,-13.891858
6.796875,-0.626315
6.804688,10.856583
6.812500,17.498228
6.820312,20.558640
6.828125,16.674259
6.835938,12.153229
6.843750,5.388072
6.851562,-1.888519
6.859375,-11.653371
6.867188,-21.685086
6.875000,-22.949562
6.882812,-18.914200
6.890625,-9.168142
6.898438,2.382779
6.906250,10.529790
6.914062,17.942750
6.921875,18.401156
6.929688,13.694097
6.937500,6.743733
6.945312,-0.467263
6.953125,-8.532050
6.960938,-14.898957
6.968750,-21.091676
6.976562,-18.901146
6.984375,-13.902192
6.992188,-2.305525
7.000000,12.740515
7.007812,20.461832
7.015625,23.509501
7.023438,20.889903
7.031250,16.993774
7.039062,9.753470
7.046875,5.479419
7.054688,-3.557715
7.062500,-14.582502
7.070312,-22.946213
7.078125,-24.054837
7.085938,-18.545949
7.093750,-4.071655
7.101562,9.932348
7.109375,15.686094
7.117188,15.767845
7.125000,16.765220
7.132812,11.991285
7.140625,9.155462
7.148438,0.745004
7.156250,-8.826198
7.164062,-16.624360
7.171875,-20.947338
7.179688,-17.423682
7.187500,-6.819383
7.195312,8.253258
7.203125,19.811503
7.210938,22.183358
7.218750,23.455703
7.226562,21.025604
7.234375,16.008251
7.242188,12.544424
7.250000,10.176975
7.257812,2.471270
7.265625,-5.855167
7.273438,-10.754511
7.281250,-7.354447
7.289062,1.796145
7.296875,13.435585
7.304688,26.577236
7.312500,29.090069
7.320312,25.627767
7.328125,22.764430
7.335938,18.049107
7.343750,12.674033
7.351562,6.055635
7.359375,-1.552130
7.367188,-11.135506
7.375000,-14.711354
7.382812,-9.507470
7.390625,1.980358
7.398438,13.251287
7.406250,21.919190
7.414062,23.384010
7.421875,19.653875
7.429688,13.385609
7.437500,9.808788
7.445312,4.359762
7.453125,-4.345714
7.460938,-10.485876
7.468750,-15.590120
7.476562,-18.520739
7.484375,-14.417371
7.492188,-4.831897
7.500000,6.512214
7.507812,12.517121
7.515625,14.942668
7.523438,13.709163
7.531250,10.989210
7.539062,8.949918
7.546875,-0.250550
7.554688,-7.124865
7.562500,-15.773876
7.570312,-22.557023
7.578125,-21.661520
7.585938,-18.785344
7.593750,-9.592060
7.601562,2.683421
7.609375,8.251311
7.617188,11.898408
7.625000,9.518636
7.632812,6.796218
7.640625,2.308198
7.648438,-1.036844
7.656250,-7.707993
7.664062,-11.657090
7.671875,-21.108174
7.679688,-19.211382
7.687500,-12.156002
7.695312,0.067311
7.703125,10.666522
7.710938,14.624439
7.718750,18.502062
7.726562,14.959569
7.734375,16.324241
7.742188,11.645393
7.750000,7.543561
7.757812,1.915723
7.765625,-7.561054
7.773438,-13.033587
7.781250,-14.608223
7.789062,-7.479967
7.796875,2.321609
7.804688,10.283796
7.812500,15.843919
7.820312,20.585012
7.828125,18.412224
7.835938,18.242437
7.843750,12.069111
7.851562,8.190937
7.859375,0.391811
7.867188,-6.862499
7.875000,-10.821610
7.882812,-9.055908
7.890625,-0.386884
7.898438,10.569720
7.906250,15.188787
7.914062,19.416151
7.921875,21.151733
7.929688,15.200671
7.937500,11.784623
7.945312,8.453289
7.953125,-0.487258
7.960938,-7.436693
7.968750,-17.171726
7.976562,-19.786064
7.984375,-17.737555
7.992188,-9.370450
8.000000,1.675768
8.007812,7.510027
8.015625,10.581785
8.023438,11.902982
8.031250,9.504083
8.039062,7.183092
8.046875,4.905785
8.054688,-2.650683
8.062500,-11.077690
8.070312,-18.048632
8.078125,-23.952380
8.085938,-16.363455
8.093750,-7.518099
8.101562,0.438019
8.109375,5.945897
8.117188,11.451288
8.125000,13.918097
8.132812,10.819828
8.140625,9.972948
8.148438,3.807113
8.156250,-1.278733
8.164062,-11.176637
8.171875,-17.891877
8.179688,-18.977907
8.187500,-15.688086
8.195312,-6.265434
8.203125,3.206210
8.210938,11.400211
8.218750,13.154239
8.226562,14.590943
8.234375,13.658805
8.242188,8.511063
8.250000,6.909668
8.257812,-1.187165
8.265625,-9.246068
8.273438,-15.569885
8.281250,-17.240327
8.289062,-9.866678
8.296875,1.911169
8.304688,10.108449
8.312500,18.860139
8.320312,20.177700
8.328125,19.938088
8.335938,15.882214
8.343750,12.188951
8.351562,5.666336
8.359375,-2.431988
8.367188,-10.376720
8.375000,-17.772292
8.382812,-14.735282
8.390625,-5.977006
8.398438,2.159846
8.406250,11.396599
8.414062,15.388725
8.421875,19.433797
8.429688,14.702851
8.437500,13.633474
8.445312,7.139085
8.453125,-1.105593
8.460938,-11.361792
8.468750,-20.208758
8.476562,-22.138871
8.484375,-18.886791
8.492188,-10.038032
8.500000,0.098011
8.507812,10.603359
8.515625,14.651913
8.523438,19.874903
8.531250,22.988690
8.539062,24.418201
8.546875,21.556081
8.554688,13.376183
8.562500,4.410491
8.570312,-2.962671
8.578125,-7.807954
8.585938,-3.986079
8.593750,2.404348
8.601562,12.755545
8.609375,21.660682
8.617188,26.026896
8.625000,25.269197
8.632812,27.184179
8.640625,24.416075
8.648438,17.779619
8.656250,10.990538
8.664062,-0.050883
8.671875,-10.476798
8.679688,-12.403387
8.687500,-9.028448
8.695312,2.266867
8.703125,14.237095
8.710938,23.255952
8.718750,24.239443
8.726562,25.619100
8.734375,23.215533
8.742188,20.439426
8.750000,12.342608
8.757812,-1.722562
8.765625,-16.121255
8.773438,-24.962574
8.781250,-28.385258
8.789062,-24.323779
8.796875,-10.228831
8.804688,-0.274425
8.812500,8.975281
8.820312,12.312761
8.828125,12.403961
8.835938,9.486415
8.843750,2.281334
8.851562,-2.581441
8.859375,-14.705862
8.867188,-21.120548
8.875000,-26.932991
8.882812,-26.098387
8.890625,-22.561300
8.898438,-10.647284
8.906250,-2.910288
8.914062,5.787835
8.921875,12.802435
8.929688,13.494504
8.937500,13.771152
8.945312,6.308312
8.953125,-4.935103
8.960938,-19.174692
8.968750,-27.553962
8.976562,-33.306999
8.984375,-26.078891
8.992188,-16.936159
9.000000,-6.373357
9.007812,2.691431
9.015625,8.298506
9.023438,8.666290
9.031250,6.431164
9.039062,3.560858
9.046875,-2.328471
9.054688,-12.315294
9.062500,-23.694231
9.070312,-35.880195
9.078125,-39.113781
9.085938,-32.469852
9.093750,-22.204005
9.101562,-12.061643
9.109375,-3.089880
9.117188,4.561745
9.125000,7.523703
9.132812,5.597634
9.140625,1.244118
9.148438,-6.226255
9.156250,-13.487939
9.164062,-25.356683
9.171875,-32.604014
9.179688,-35.095389
9.187500,-27.648763
9.195312,-16.007837
9.203125,-3.476942
9.210938,4.291671
9.218750,10.816154
9.226562,8.017768
9.234375,3.041459
9.242188,-0.867936
9.250000,-8.775733
9.257812,-19.653064
9.265625,-31.076275
9.273438,-35.861407
9.281250,-35.924753
9.289062,-24.356214
9.296875,-14.492547
9.304688,-1.516910
9.312500,6.320815
9.320312,12.111578
9.328125,12.175467
9.335938,11.388151
9.343750,7.966986
9.351562,3.120383
9.359375,-9.511841
9.367188,-23.583513
9.375000,-29.990402
9.382812,-31.714374
9.390625,-21.586943
9.398438,-10.430007
9.406250,3.088192
9.414062,11.792703
9.421875,15.122064
9.429688,12.745616
9.437500,10.265491
9.445312,2.566192
9.453125,-8.435191
9.460938,-19.906183
9.468750,-27.604908
9.476562,-30.727597
9.484375,-25.665384
9.492188,-15.998673
9.500000,-2.026404
9.507812,10.223991
9.515625,17.380226
9.523438,18.931954
9.531250,15.533480
9.539062,12.196896
9.546875,2.614480
9.554688,-5.309271
9.562500,-17.194911
9.570312,-27.832485
9.578125,-31.414243
9.585938,-26.308235
9.593750,-12.185929
9.601562,3.801128
9.609375,12.962075
9.617188,15.409345
9.625000,17.918949
9.632812,17.066854
9.640625,9.999585
9.648438,1.005929
9.656250,-9.967316
9.664062,-21.573145
9.671875,-30.378527
9.679688,-33.362194
9.687500,-25.120786
9.695312,-13.535084
9.703125,-0.273321
9.710938,11.155451
9.718750,12.829700
9.726562,11.930612
9.734375,6.249889
9.742188,-0.254549
9.750000,-9.570231
9.757812,-20.162975
9.765625,-32.308784
9.773438,-39.753195
9.781250,-38.826549
9.789062,-27.090341
9.796875,-10.770111
9.804688,1.412386
9.812500,10.281874
9.820312,10.443574
9.828125,12.461839
9.835938,8.506267
9.843750,4.206663
9.851562,-3.731429
9.859375,-16.997386
9.867188,-28.880283
9.875000,-33.499378
9.882812,-30.600200
9.890625,-16.251225
9.898438,-0.800873
9.906250,11.986401
9.914062,20.563612
9.921875,23.303322
9.929688,23.537361
9.937500,15.476428
9.945312,7.806897
9.953125,-1.861088
9.960938,-11.693680
9.968750,-19.832031
9.976562,-20.470303
9.984375,-17.868223
9.992188,-8.325494
10.000000,4.508267
10.007812,14.395614
10.015625,18.846294
10.023438,18.897236
10.031250,17.097965
10.039062,15.047820
10.046875,7.417175
10.054688,-5.796334
10.062500,-18.158321
10.070312,-27.522121
10.078125,-28.734629
10.085938,-18.613099
10.093750,-5.904709
10.101562,4.974263
10.109375,14.969909
10.117188,18.245323
10.125000,17.006012
10.132812,6.898076
10.140625,0.052673
10.148438,-5.387323
10.156250,-14.457999
10.164062,-24.037504
10.171875,-29.250640
10.179688,-32.230686
10.187500,-22.966640
10.195312,-9.027065
10.203125,0.992559
10.210938,8.670589
10.218750,8.504120
10.226562,4.864527
10.234375,-0.766312
10.242188,-9.716308
10.250000,-18.642396
10.257812,-29.176473
10.265625,-40.855429
10.273438,-43.368815
10.281250,-40.861511
10.289062,-29.149699
10.296875,-17.518425
10.304688,-5.430247
10.312500,3.218810
10.320312,2.993103
10.328125,4.610312
10.335938,1.705917
10.343750,-5.561982
10.351562,-14.261177
10.359375,-23.889894
10.367188,-31.982903
10.375000,-34.635678
10.382812,-30.723895
10.390625,-20.095712
10.398438,-7.848268
