time_s,eeg_uv
0.490000,-30.7062
0.495000,-49.5666
0.500000,-38.5978
0.505000,-37.4862
0.510000,-65.0930
0.515000,-55.0946
0.520000,-44.1488
0.525000,-54.8517
0.530000,-51.5701
0.535000,-32.7083
0.540000,-38.0827
0.545000,-41.7360
0.550000,-27.4558
0.555000,-26.3955
0.560000,-33.6453
0.565000,-28.0532
0.570000,-20.3920
0.575000,-38.1242
0.580000,-43.3681
0.585000,-25.4588
0.590000,-31.8150
0.595000,-56.9494
0.600000,-34.5253
0.605000,-34.9891
0.610000,-57.4219
0.615000,-45.7565
0.620000,-46.3842
0.625000,-51.6833
0.630000,-57.0917
0.635000,-28.8202
0.640000,-29.0841
0.645000,-39.5193
0.650000,-5.7412
0.655000,3.6680
0.660000,-6.5279
0.665000,-6.6590
0.670000,9.6837
0.675000,5.6072
0.680000,-8.5615
0.685000,2.7571
0.690000,-1.9251
0.695000,-13.6939
0.700000,-16.9286
0.705000,-6.1727
0.710000,-23.8431
0.715000,-18.2360
0.720000,-4.0183
0.725000,-17.5271
0.730000,-5.0908
0.735000,16.9915
0.740000,18.4098
0.745000,10.4265
0.750000,36.3870
0.755000,42.4203
0.760000,18.0006
0.765000,27.4920
0.770000,43.5995
0.775000,34.1727
0.780000,26.6654
0.785000,40.1098
0.790000,28.7783
0.795000,27.4694
0.800000,24.8056
0.805000,28.3025
0.810000,6.1325
0.815000,12.1071
0.820000,24.4283
0.825000,6.4439
0.830000,17.7822
0.835000,37.0033
0.840000,37.4928
0.845000,36.3292
0.850000,56.9386
0.855000,55.1313
0.860000,39.1749
0.865000,45.1074
0.870000,50.7113
0.875000,36.2674
0.880000,31.6391
0.885000,50.8892
0.890000,40.6885
0.895000,17.1787
0.900000,29.2435
0.905000,34.4058
0.910000,17.0296
0.915000,17.7565
0.920000,28.2105
0.925000,9.3454
0.930000,11.4603
0.935000,26.9744
0.940000,30.2971
0.945000,19.3892
0.950000,30.0032
0.955000,43.5265
0.960000,23.0612
0.965000,28.2896
0.970000,35.9790
0.975000,12.0784
0.980000,3.5849
0.985000,17.1814
0.990000,6.2679
0.995000,-20.1573
1.000000,-14.0842
1.005000,9.7999
1.010000,-26.8187
1.015000,-32.9986
1.020000,-7.4656
1.025000,-22.6254
1.030000,-12.5588
1.035000,-2.6427
1.040000,-8.6403
1.045000,-10.5381
1.050000,-0.0606
1.055000,2.4550
1.060000,-2.9315
1.065000,-4.1855
1.070000,3.3955
1.075000,-12.4474
1.080000,-23.9296
1.085000,-18.1050
1.090000,-19.0629
1.095000,-41.5246
1.100000,-29.9531
1.105000,-31.2210
1.110000,-49.2087
1.115000,-43.3490
1.120000,-37.9200
1.125000,-50.3290
1.130000,-49.9306
1.135000,-37.4215
1.140000,-30.9548
1.145000,-43.7474
1.150000,-39.2535
1.155000,-21.8507
1.160000,-29.6609
1.165000,-19.4372
1.170000,-18.3556
1.175000,-28.9979
1.180000,-39.1240
1.185000,-23.7791
1.190000,-32.1382
1.195000,-55.8614
1.200000,-40.8336
1.205000,-39.8352
1.210000,-53.6365
1.215000,-52.3254
1.220000,-41.8461
1.225000,-51.5212
1.230000,-54.1925
1.235000,-27.4598
1.240000,-20.4913
1.245000,-21.8986
1.250000,-17.1891
1.255000,-13.3688
1.260000,-25.5027
1.265000,-12.7188
1.270000,-6.6247
1.275000,-15.9089
1.280000,-22.9941
1.285000,-8.3270
1.290000,-23.7128
1.295000,-31.3821
1.300000,-21.2617
1.305000,-18.3523
1.310000,-31.8163
1.315000,-26.1644
1.320000,-10.0096
1.325000,-10.2401
1.330000,-15.2067
1.335000,0.5352
1.340000,2.7994
1.345000,-6.5986
1.350000,12.9409
1.355000,31.4298
1.360000,18.6147
1.365000,25.7580
1.370000,34.7103
1.375000,40.1089
1.380000,25.7843
1.385000,33.1348
1.390000,26.6080
1.395000,8.3066
1.400000,21.3415
1.405000,18.8365
1.410000,1.9845
1.415000,-1.5558
1.420000,15.5873
1.425000,6.0609
1.430000,-1.4192
1.435000,18.9068
1.440000,19.1356
1.445000,6.2049
1.450000,27.2305
1.455000,41.8945
1.460000,39.7548
1.465000,37.0154
1.470000,48.0461
1.475000,23.1036
1.480000,33.3876
1.485000,39.1174
1.490000,23.1331
1.495000,4.8161
1.500000,15.8007
1.505000,20.6384
1.510000,4.2181
1.515000,11.5261
1.520000,19.7423
1.525000,4.6929
1.530000,7.6035
1.535000,35.4035
1.540000,21.9545
1.545000,15.9583
1.550000,35.1902
1.555000,47.1923
1.560000,31.5068
1.565000,34.4882
1.570000,45.2202
1.575000,24.4495
1.580000,18.6373
1.585000,35.7130
1.590000,21.3839
1.595000,6.5640
1.600000,5.8530
1.605000,17.7460
1.610000,-6.6804
1.615000,3.6310
1.620000,5.4716
1.625000,-7.6001
1.630000,-6.2867
1.635000,9.1235
1.640000,10.4058
1.645000,4.3355
1.650000,12.3616
1.655000,26.8290
1.660000,-2.2314
1.665000,10.5006
1.670000,7.1925
1.675000,1.1165
1.680000,-7.2525
1.685000,-0.5675
1.690000,-1.0435
1.695000,-26.5125
1.700000,-25.9638
1.705000,-22.7704
1.710000,-46.8614
1.715000,-34.2707
1.720000,-25.8508
1.725000,-36.0284
1.730000,-40.2420
1.735000,-39.7291
1.740000,-33.7883
1.745000,-33.0422
1.750000,-28.7310
1.755000,-11.0270
1.760000,-31.7909
1.765000,-26.4593
1.770000,-16.9919
1.775000,-42.5224
1.780000,-47.5940
1.785000,-35.4552
1.790000,-43.5408
1.795000,-58.1102
1.800000,-62.2477
1.805000,-58.7133
1.810000,-73.8512
1.815000,-66.8899
1.820000,-59.2787
1.825000,-70.6208
1.830000,-71.9465
1.835000,-48.0697
1.840000,-52.6722
1.845000,-58.4478
1.850000,-44.3527
1.855000,-38.2883
1.860000,-38.6751
1.865000,-31.1105
1.870000,-9.1667
1.875000,-44.3949
1.880000,-51.6510
1.885000,-31.8968
1.890000,-42.8028
1.895000,-57.6183
1.900000,-41.6423
1.905000,-44.2340
1.910000,-61.6397
1.915000,-58.5047
1.920000,-47.5501
1.925000,-57.2765
1.930000,-53.3431
1.935000,-37.2809
1.940000,-42.9437
1.945000,-52.7880
1.950000,-30.6296
1.955000,-28.0285
1.960000,-36.4981
1.965000,-33.5262
1.970000,-24.3840
1.975000,-24.1514
1.980000,-28.5890
1.985000,-18.9645
1.990000,-18.2983
1.995000,-47.2318
2.000000,-30.0655
2.005000,-26.3782
2.010000,-36.6709
2.015000,-25.2563
2.020000,-13.3024
2.025000,-13.4575
2.030000,-14.5301
2.035000,5.6592
2.040000,11.8199
2.045000,12.3007
2.050000,15.4074
2.055000,21.7075
2.060000,14.3246
2.065000,15.3179
2.070000,35.5650
2.075000,20.6441
2.080000,16.0302
2.085000,30.4311
2.090000,19.4359
2.095000,6.6284
2.100000,18.1952
2.105000,24.2827
2.110000,9.3733
2.115000,16.0325
2.120000,31.8045
2.125000,24.7470
2.130000,25.5008
2.135000,47.3977
2.140000,44.3961
2.145000,28.3021
2.150000,52.1392
2.155000,57.6135
2.160000,49.6329
2.165000,53.3347
2.170000,63.3895
2.175000,56.8530
2.180000,41.9457
2.185000,58.4782
2.190000,44.6642
2.195000,36.3242
2.200000,42.1646
2.205000,54.8230
2.210000,27.8855
2.215000,35.3795
2.220000,52.1849
2.225000,42.3128
2.230000,28.0599
2.235000,43.1716
2.240000,44.4981
2.245000,34.3045
2.250000,52.5158
2.255000,61.3482
2.260000,43.0595
2.265000,44.6782
2.270000,49.2025
2.275000,35.9313
2.280000,21.0470
2.285000,29.6190
2.290000,30.6249
2.295000,18.8073
2.300000,22.9649
2.305000,22.5672
2.310000,12.7683
2.315000,12.0908
2.320000,22.7629
2.325000,18.6851
2.330000,16.4725
2.335000,21.4145
2.340000,14.1498
2.345000,8.3314
2.350000,26.5001
2.355000,25.2063
2.360000,20.0970
2.365000,18.9637
2.370000,26.2786
2.375000,11.3645
2.380000,-3.4345
2.385000,10.4498
2.390000,6.7296
2.395000,-17.0067
2.400000,-1.4500
2.405000,-11.6236
2.410000,-30.5158
2.415000,-13.5139
2.420000,-9.9644
2.425000,-19.9262
2.430000,-33.0212
2.435000,-22.0154
2.440000,-18.1153
2.445000,-32.1651
2.450000,-18.4629
2.455000,-10.7027
2.460000,-20.8432
2.465000,-26.2616
2.470000,-20.4812
2.475000,-20.0387
2.480000,-35.4891
2.485000,-26.6259
2.490000,-30.7678
2.495000,-45.5578
2.500000,-37.6278
2.505000,-36.3730
2.510000,-47.8305
2.515000,-38.0905
2.520000,-23.8570
2.525000,-34.4010
2.530000,-50.1383
2.535000,-29.2622
2.540000,-35.7430
2.545000,-42.5714
2.550000,-23.2297
2.555000,-16.0497
2.560000,-35.6393
2.565000,-27.6013
2.570000,-11.6687
2.575000,-22.3867
2.580000,-35.3958
2.585000,-11.7837
2.590000,-25.9094
2.595000,-35.6767
2.600000,-20.6782
2.605000,-20.0388
2.610000,-29.9913
2.615000,-27.1769
2.620000,-17.6422
2.625000,-20.2636
2.630000,-21.0540
2.635000,-15.6500
2.640000,-13.7968
2.645000,-18.6980
2.650000,-7.3950
2.655000,-0.2740
2.660000,-9.8685
2.665000,-1.3279
2.670000,18.7862
2.675000,7.1671
2.680000,2.7498
2.685000,8.7491
2.690000,2.1518
2.695000,-8.2476
2.700000,0.3522
2.705000,14.0290
2.710000,-0.4188
2.715000,17.9324
2.720000,35.0212
2.725000,15.0760
2.730000,9.1860
2.735000,30.5607
2.740000,28.8327
2.745000,23.7363
2.750000,38.6935
2.755000,42.1075
2.760000,35.4729
2.765000,47.4915
2.770000,62.2145
2.775000,26.3541
2.780000,28.5726
2.785000,45.7497
2.790000,39.7897
2.795000,25.8682
2.800000,37.2645
2.805000,46.5895
2.810000,28.2714
2.815000,41.9187
2.820000,46.0076
2.825000,33.3438
2.830000,33.8272
2.835000,57.7842
2.840000,52.2384
2.845000,50.0033
2.850000,46.1326
2.855000,45.9484
2.860000,39.3746
2.865000,49.3067
2.870000,61.5362
2.875000,40.5981
2.880000,39.7387
2.885000,50.0770
2.890000,46.8428
2.895000,35.4728
2.900000,43.3891
2.905000,45.1784
2.910000,32.1654
2.915000,27.0332
2.920000,45.9793
2.925000,30.1260
2.930000,27.2028
2.935000,43.6250
2.940000,40.3389
2.945000,36.9471
2.950000,52.4220
2.955000,50.1214
2.960000,27.3843
2.965000,40.2709
2.970000,51.8193
2.975000,30.1143
2.980000,18.7130
2.985000,31.5973
2.990000,33.0168
2.995000,16.9976
3.000000,21.9086
3.005000,12.1764
3.010000,-0.2502
3.015000,-2.2235
3.020000,-2.4208
3.025000,-5.9555
3.030000,-5.0613
3.035000,9.5938
3.040000,-0.5999
3.045000,-4.5995
3.050000,5.9496
3.055000,12.6553
3.060000,-2.4959
3.065000,9.7205
3.070000,17.5798
3.075000,-6.5366
3.080000,-15.5189
3.085000,15.2340
3.090000,-5.2784
3.095000,-23.1570
3.100000,-3.0961
3.105000,0.3572
3.110000,-15.8553
3.115000,-15.9149
3.120000,-6.2020
3.125000,-13.4269
3.130000,-19.7530
3.135000,1.4546
3.140000,0.5443
3.145000,-10.2334
3.150000,-2.7079
3.155000,4.7575
3.160000,-10.0965
3.165000,-17.1362
3.170000,-4.2691
3.175000,-8.7190
3.180000,-27.4069
3.185000,-17.5353
3.190000,-17.0385
3.195000,-33.3407
3.200000,-14.8769
3.205000,-25.1095
3.210000,-42.4804
3.215000,-35.6039
3.220000,-20.7616
3.225000,-30.8883
3.230000,-32.3467
3.235000,-18.4414
3.240000,-25.9959
3.245000,-27.0588
3.250000,-11.0132
3.255000,-5.2819
3.260000,-16.1593
3.265000,-10.3275
3.270000,7.4449
3.275000,-11.8562
3.280000,-11.0100
3.285000,-2.0577
3.290000,-5.0886
3.295000,-14.5430
3.300000,-5.1897
3.305000,0.0173
3.310000,-6.5407
3.315000,-4.8330
3.320000,-0.2426
3.325000,-12.2790
3.330000,-12.6000
3.335000,11.2807
3.340000,14.5789
3.345000,2.7830
3.350000,12.7508
3.355000,14.3869
3.360000,6.1038
3.365000,11.8055
3.370000,24.4068
3.375000,14.9087
3.380000,4.8410
3.385000,17.2124
3.390000,19.8451
3.395000,9.5258
3.400000,20.9086
3.405000,26.5716
3.410000,7.0818
3.415000,19.7778
3.420000,21.2288
3.425000,14.7099
3.430000,6.3943
3.435000,38.7146
3.440000,16.8202
3.445000,20.4287
3.450000,39.6728
3.455000,35.7361
3.460000,32.0929
3.465000,31.4450
3.470000,39.8298
3.475000,23.4859
3.480000,24.6151
3.485000,32.7472
3.490000,27.6082
3.495000,9.4404
3.500000,24.2455
3.505000,28.5065
3.510000,13.1845
3.515000,16.9177
3.520000,34.9616
3.525000,20.1066
3.530000,28.2937
3.535000,43.0368
3.540000,35.6144
3.545000,22.0688
3.550000,33.9055
3.555000,37.5561
3.560000,18.3524
3.565000,29.4530
3.570000,47.5538
3.575000,28.0926
3.580000,29.4463
3.585000,42.6758
3.590000,29.2203
3.595000,19.6338
3.600000,19.5110
3.605000,25.8740
3.610000,-3.7869
3.615000,4.7308
3.620000,5.5332
3.625000,-7.4218
3.630000,-1.3547
3.635000,17.4384
3.640000,1.4975
3.645000,4.4513
3.650000,22.5191
3.655000,12.7861
3.660000,1.1368
3.665000,6.2384
3.670000,11.6673
3.675000,-1.8418
3.680000,-3.3308
3.685000,9.9686
3.690000,-3.8604
3.695000,-23.1787
3.700000,3.6705
3.705000,-1.0174
3.710000,-16.5594
3.715000,-10.7335
3.720000,4.2953
3.725000,-13.9858
3.730000,-21.2732
3.735000,-3.5011
3.740000,-2.6074
3.745000,-10.3969
3.750000,0.6376
3.755000,1.1505
3.760000,-2.6461
3.765000,-1.8503
3.770000,3.0174
3.775000,-11.2663
3.780000,-11.2019
3.785000,6.4696
3.790000,-5.4938
3.795000,-29.4166
3.800000,-15.1093
3.805000,-15.3889
3.810000,-29.3590
3.815000,-24.0559
3.820000,-3.9197
3.825000,-26.4650
3.830000,-32.9451
3.835000,-13.2887
3.840000,-25.8677
3.845000,-27.0602
3.850000,-15.8466
3.855000,-8.4634
3.860000,-19.0864
3.865000,-22.0374
3.870000,-8.9769
3.875000,-10.0914
3.880000,-18.3054
3.885000,-1.7095
3.890000,-12.7297
3.895000,-22.9398
3.900000,-19.6344
3.905000,-19.3375
3.910000,-36.3505
3.915000,-27.9758
3.920000,-24.5843
3.925000,-23.0122
3.930000,-26.9754
3.935000,-14.4744
3.940000,-12.8928
3.945000,-26.4579
3.950000,-11.1585
3.955000,1.0575
3.960000,-11.1388
3.965000,-16.2098
3.970000,1.0215
3.975000,-11.6127
3.980000,-9.4233
3.985000,-8.1204
3.990000,-12.3769
3.995000,-25.1087
4.000000,-7.3804
4.005000,0.0565
4.010000,-17.7699
4.015000,-8.0650
4.020000,5.7208
4.025000,-9.2494
4.030000,-12.9698
4.035000,8.4056
4.040000,1.7902
4.045000,-5.4968
4.050000,10.7766
4.055000,27.7309
4.060000,9.7374
4.065000,17.6368
4.070000,12.7702
4.075000,16.2376
4.080000,12.1834
4.085000,27.9081
4.090000,8.6737
4.095000,-4.9120
4.100000,3.8608
4.105000,11.9210
4.110000,-13.5472
4.115000,-1.6169
4.120000,15.5390
4.125000,1.4594
4.130000,7.6639
4.135000,27.5147
4.140000,28.2813
4.145000,18.3076
4.150000,29.6703
4.155000,29.3095
4.160000,20.7099
4.165000,26.9905
4.170000,32.6132
4.175000,17.0311
4.180000,9.7670
4.185000,17.2154
4.190000,10.8069
4.195000,-0.6504
4.200000,12.5461
4.205000,14.0331
4.210000,-4.5930
4.215000,-0.7939
4.220000,8.2385
4.225000,0.4003
4.230000,-0.3750
4.235000,8.4989
4.240000,14.9566
4.245000,3.6641
4.250000,22.6029
4.255000,25.2329
4.260000,1.8800
4.265000,11.4458
4.270000,14.1247
4.275000,5.8875
4.280000,-3.2749
4.285000,1.8109
4.290000,0.0933
4.295000,-9.3255
4.300000,-9.6056
4.305000,-12.8097
4.310000,-26.0175
4.315000,-21.9895
4.320000,-4.5737
4.325000,-17.2201
4.330000,-31.4172
4.335000,1.4398
4.340000,-3.6895
4.345000,-11.3343
4.350000,10.4690
4.355000,4.9038
4.360000,-4.2353
4.365000,-14.1944
4.370000,-6.8438
4.375000,-8.3517
4.380000,-28.2584
4.385000,-18.8802
4.390000,-21.4128
4.395000,-36.7595
4.400000,-24.4757
4.405000,-25.1392
4.410000,-29.0967
4.415000,-26.7156
4.420000,-16.4225
4.425000,-25.5953
4.430000,-25.9044
4.435000,-0.0435
4.440000,-11.5401
4.445000,-22.9440
4.450000,-3.2578
4.455000,2.4921
4.460000,-9.8222
4.465000,-4.3719
4.470000,4.6192
4.475000,-22.7717
4.480000,-12.7219
4.485000,-2.7922
4.490000,-15.9210
4.495000,-30.6803
4.500000,-15.8752
4.505000,-21.8622
4.510000,-45.2775
4.515000,-41.2324
4.520000,-29.4208
4.525000,-40.5644
4.530000,-36.0233
4.535000,-19.6656
4.540000,-31.1876
4.545000,-21.3128
4.550000,-14.6585
4.555000,-13.0620
4.560000,-19.5253
4.565000,-9.2436
4.570000,-2.7759
4.575000,-21.6270
4.580000,-28.4742
4.585000,-1.1012
4.590000,-24.5742
4.595000,-37.2201
4.600000,-24.4274
4.605000,-24.8121
4.610000,-37.3596
4.615000,-27.7468
4.620000,-24.8727
4.625000,-47.6178
4.630000,-45.7460
4.635000,-26.7372
4.640000,-20.6392
4.645000,-36.0878
4.650000,-4.8524
4.655000,2.5129
4.660000,-3.5888
4.665000,4.1350
4.670000,12.8017
4.675000,-0.4042
4.680000,-10.5701
4.685000,-3.1444
4.690000,0.1683
4.695000,-20.9613
4.700000,-21.6737
4.705000,-15.7108
4.710000,-25.9599
4.715000,-22.5485
4.720000,-10.7382
4.725000,-13.9048
4.730000,-8.2364
4.735000,7.4246
4.740000,5.3511
4.745000,-2.9860
4.750000,19.8558
4.755000,24.6916
4.760000,13.5021
4.765000,13.9437
4.770000,33.5128
4.775000,16.3609
4.780000,19.5450
4.785000,24.8029
4.790000,17.6473
4.795000,5.3969
4.800000,10.4770
4.805000,10.0326
4.810000,-14.3167
4.815000,-4.2077
4.820000,14.2197
4.825000,-11.1725
4.830000,-1.2385
4.835000,17.0908
4.840000,17.3646
4.845000,11.2264
4.850000,31.5249
4.855000,24.9946
4.860000,19.9802
4.865000,28.7981
4.870000,26.2961
4.875000,24.2711
4.880000,14.8347
4.885000,16.6159
4.890000,17.3622
4.895000,-2.9826
4.900000,2.8018
4.905000,9.9589
4.910000,-2.7636
4.915000,0.7643
4.920000,10.5321
4.925000,-2.2565
4.930000,-3.7802
4.935000,9.3038
4.940000,12.0758
4.945000,2.4574
4.950000,19.4414
4.955000,21.3269
4.960000,10.0850
4.965000,19.6211
4.970000,30.2253
4.975000,6.8428
4.980000,1.1163
4.985000,9.8574
4.990000,1.7336
4.995000,-20.6995
5.000000,-5.1620
5.005000,1.0320
5.010000,-21.6666
5.015000,-27.7717
5.020000,-12.1583
5.025000,-20.0512
5.030000,-10.2710
5.035000,0.5495
5.040000,-9.5628
5.045000,-5.9235
5.050000,9.2632
5.055000,11.2004
5.060000,-0.1785
5.065000,0.6429
5.070000,15.8281
5.075000,4.3720
5.080000,-11.8445
5.085000,-4.2115
5.090000,-7.8776
5.095000,-21.9254
5.100000,-16.5435
5.105000,-9.6010
5.110000,-30.2232
5.115000,-35.5949
5.120000,-17.1684
5.125000,-30.8294
5.130000,-32.4446
5.135000,-18.5560
5.140000,-21.2015
5.145000,-18.3817
5.150000,-9.6293
5.155000,-0.4723
5.160000,-7.3841
5.165000,-0.2175
5.170000,11.3854
5.175000,-5.4323
5.180000,-12.1262
5.185000,-8.3761
5.190000,-7.2961
5.195000,-30.4498
5.200000,-30.7110
5.205000,-22.2541
5.210000,-43.6810
5.215000,-29.5179
5.220000,-21.3833
5.225000,-36.9124
5.230000,-29.4241
5.235000,-4.1400
5.240000,0.3913
5.245000,1.5448
5.250000,6.4868
5.255000,-0.5555
5.260000,-4.8672
5.265000,0.2981
5.270000,12.6194
5.275000,2.5269
5.280000,-11.7884
5.285000,9.6158
5.290000,-5.7516
5.295000,-23.9711
5.300000,-9.4670
5.305000,-11.3973
5.310000,-28.2837
5.315000,-14.4600
5.320000,1.5309
5.325000,-8.0168
5.330000,-5.2607
5.335000,4.8938
5.340000,1.6851
5.345000,-7.4709
5.350000,15.7619
5.355000,21.8907
5.360000,12.4553
5.365000,20.2706
5.370000,33.7302
5.375000,25.9231
5.380000,11.0073
5.385000,25.2104
5.390000,24.6362
5.395000,5.0171
5.400000,11.0885
5.405000,-0.2411
5.410000,-13.9575
5.415000,-14.1326
5.420000,1.6984
5.425000,-15.4111
5.430000,-14.8147
5.435000,0.9714
5.440000,-1.9674
5.445000,-5.0473
5.450000,12.5974
5.455000,30.4125
5.460000,13.6921
5.465000,9.7861
5.470000,31.4524
5.475000,11.9538
5.480000,5.4218
5.485000,23.6276
5.490000,4.7724
5.495000,-18.6738
5.500000,1.6917
5.505000,-3.2070
5.510000,-18.1260
5.515000,-16.8809
5.520000,0.7537
5.525000,-15.2368
5.530000,-16.2619
5.535000,2.9652
5.540000,7.3693
5.545000,5.2267
5.550000,23.0983
5.555000,13.1142
5.560000,7.9989
5.565000,15.4162
5.570000,26.9900
5.575000,11.6873
5.580000,1.4721
5.585000,9.3282
5.590000,0.5636
5.595000,-17.6039
5.600000,-2.6522
5.605000,4.0457
5.610000,-21.9912
5.615000,-8.6332
5.620000,3.3930
5.625000,-16.3644
5.630000,-5.7280
5.635000,13.5013
5.640000,9.4238
5.645000,2.4568
5.650000,6.0858
5.655000,20.9744
5.660000,5.6259
5.665000,3.9534
5.670000,13.0501
5.675000,-3.4521
5.680000,-2.0637
5.685000,-0.3881
5.690000,-6.1170
5.695000,-19.0030
5.700000,-20.7355
5.705000,-19.7932
5.710000,-44.0514
5.715000,-31.6668
5.720000,-19.9255
5.725000,-21.7935
5.730000,-32.1063
5.735000,-20.8210
5.740000,-21.2286
5.745000,-23.4687
5.750000,-12.5735
5.755000,-4.1976
5.760000,-11.4914
5.765000,-17.1949
5.770000,-5.6452
5.775000,-20.8800
5.780000,-32.9705
5.785000,-13.9520
5.790000,-16.6763
5.795000,-43.3869
5.800000,-45.4364
5.805000,-49.4371
5.810000,-56.6399
5.815000,-52.8827
5.820000,-42.7530
5.825000,-51.2454
5.830000,-52.0766
5.835000,-34.9686
5.840000,-29.6780
5.845000,-40.9023
5.850000,-23.4662
5.855000,-22.9627
5.860000,-22.9126
5.865000,-10.5368
5.870000,2.3466
5.875000,-23.9960
5.880000,-23.8799
5.885000,-21.5804
5.890000,-29.4405
5.895000,-36.7765
5.900000,-18.5168
5.905000,-25.4248
5.910000,-51.1538
5.915000,-41.7959
5.920000,-35.4348
5.925000,-45.1661
5.930000,-46.6078
5.935000,-28.8039
5.940000,-34.0325
5.945000,-39.8166
5.950000,-19.3108
5.955000,-19.3876
5.960000,-29.0726
5.965000,-24.2973
5.970000,-10.6106
5.975000,-29.1684
5.980000,-21.9099
5.985000,-13.9438
5.990000,-22.3546
5.995000,-36.9397
6.000000,-34.7675
6.005000,-21.3945
6.010000,-39.1471
6.015000,-20.5970
6.020000,-7.2579
6.025000,-16.9614
6.030000,-16.2654
6.035000,6.3454
6.040000,7.5762
6.045000,-1.5238
6.050000,3.4693
6.055000,13.1399
6.060000,10.9919
6.065000,11.1805
6.070000,23.5559
6.075000,16.2998
6.080000,11.1143
6.085000,12.8558
6.090000,10.0479
6.095000,-3.0972
6.100000,-4.1009
6.105000,5.8865
6.110000,-4.5714
6.115000,4.4626
6.120000,26.6188
6.125000,5.8661
6.130000,15.0010
6.135000,33.4558
6.140000,35.4740
6.145000,20.0256
6.150000,37.5259
6.155000,53.3343
6.160000,44.1268
6.165000,36.9375
6.170000,59.4275
6.175000,44.5779
6.180000,36.2456
6.185000,42.2990
6.190000,32.5610
6.195000,19.1076
6.200000,27.2736
6.205000,35.5233
6.210000,11.0463
6.215000,22.7860
6.220000,38.0228
6.225000,22.1606
6.230000,20.4461
6.235000,31.5867
6.240000,35.1845
6.245000,24.9566
6.250000,48.9610
6.255000,48.5600
6.260000,39.6574
6.265000,30.1227
6.270000,43.2702
6.275000,28.6274
6.280000,20.9533
6.285000,31.3449
6.290000,25.6633
6.295000,19.0625
6.300000,14.9799
6.305000,23.0103
6.310000,-0.0718
6.315000,3.0267
6.320000,15.8419
6.325000,9.0785
6.330000,9.5785
6.335000,18.5970
6.340000,15.1328
6.345000,7.6883
6.350000,28.8748
6.355000,30.7003
6.360000,12.1845
6.365000,30.6796
6.370000,27.5013
6.375000,7.4948
6.380000,-0.3297
6.385000,9.8902
6.390000,8.1910
6.395000,-6.9802
6.400000,3.6189
6.405000,-9.1881
6.410000,-10.1444
6.415000,-9.0006
6.420000,-5.2107
6.425000,-17.8359
6.430000,-25.3056
6.435000,-8.1059
6.440000,-13.3283
6.445000,-17.9545
6.450000,-1.2316
6.455000,-3.4856
6.460000,-12.0703
6.465000,-16.8944
6.470000,-13.6963
6.475000,-23.4713
6.480000,-39.1645
6.485000,-11.0620
6.490000,-16.6725
6.495000,-40.5680
6.500000,-24.9373
6.505000,-30.3947
6.510000,-42.3178
6.515000,-34.5629
6.520000,-14.1510
6.525000,-29.1389
6.530000,-36.7273
6.535000,-20.0326
6.540000,-13.1519
6.545000,-38.2547
6.550000,-25.3921
6.555000,-19.1283
6.560000,-23.5564
6.565000,-36.7490
6.570000,-6.4623
6.575000,-21.3227
6.580000,-24.8490
6.585000,-4.4849
6.590000,-17.8626
6.595000,-27.1434
6.600000,-17.5673
6.605000,-20.0047
6.610000,-32.2439
6.615000,-21.7045
6.620000,-13.7978
6.625000,-30.4400
6.630000,-23.1347
